id,comment,category,replies,topic,title,date,time,political,religion,racism,find_abusive,find_abusive_reply
Ugwm8Ij4kjDB5JswF914AaABAg,don the lemon head it so full of fake news and christie cumbo is full of it more two of the sorriest new people in the media,"[('don', 'qas'), ('head', 'cds'), ('fake', 'dmc'), ('fake', 'dmc'), ('fake', 'dmc'), ('people', 'cds'), ('people', 'cds')]","[""are you calling me a racist ? That 's funny . I have dated a few black women in my time , that 's how I can understand the argument . I have worked for both companies I named so I understand what goes on behind closed doors . When others read your comments , it helps me prove the point ."", ""Posi P If there was n't no NAACP y'all racist devils👹 would have been worst then that toward black people AssHole ! 😗👏👏""]",racism ,"panelist cries discussing racism, republican party",7/13/18,20:34:09,0,0,1,0,0
UgztzlXOlZEXhggqRg94AaABAg,Even the first black state attorney can get pulled over and get in trouble  🙄🙄,"[('black', 'dmc'), ('black', 'ps'), ('black', 'ps'), ('attorney', 'pa'), ('can', 'om'), ('can', 'cds'), ('trouble', 'cds')]",['Because they put their lives on the line every day . Are you willing to do that ?'],racism ,police pull over florida state attorney,6/18/19,22:46:36,0,0,1,0,0
UgyY6pqIjM2s4qu_49Z4AaABAg,she was racist most likely but no (white privilege it's not real THE WHITE PRIVILEGE),"[('white', 'ps')]","['@ Shuggle Says who ?', 'If it was a white kid she would of bought some water off her']",racism ,woman who called police on black girl selling water,6/17/19,17:52:38,0,0,1,0,0
UgxOoGbe5yip8g9u56Z4AaABAg,"I would of punched that pizza man right in the face, car place done nothing wrong","[('face', 'an'), ('do', 'asm'), ('wrong', 'is')]","['Bikers , strippers , the mob and Niagara Downthelanebook.com Check out the dark side of Niagara Falls Downthelanebook.com Pimping aint easy . Ask Doc Downthelanebook.com', 'And The Doctor', 'gmctech and a dog owner named John Wick lol']",racism ,"pizza delivery guy gets insulted, internet gets revenge",9/22/17,17:25:19,0,0,1,0,0
UgzAtsiuA1ZCOLxV5dB4AaABAg,"""Its in the nature of the white man( and women) to see themselves superior to every other race""","[('white', 'ps'), ('superior', 'om'), ('race', 'ps')]","['If , in the event Shayne Holland actually OWNS the apartment , his purchase price should be refunded 20 times over and he continue to live there as long as he chooses .']",racism ,black man asked to leave his own pool,12/8/18,4:59:53,0,0,1,0,0
UgyqujRgpswP8Co2xV94AaABAg,"Yeah, and the police officer’s coughing was a sign of nervousness and guilty conciousness. 😆😂🤣..","[('officer', 'cds'), ('officer', 'cds')]",['Made captain ? Stop was legal and fine .'],racism ,police pull over florida state attorney,7/15/19,20:30:40,0,0,1,0,0
UgyLq742o9yGBfAGPmd4AaABAg,I do not care how e got hear.,"[('do', 'asm')]",['Translation : statistics are cray cray'],religion,militant atheism | richard dawkins,5/23/19,18:29:59,0,1,0,0,0
UgijD8ycWpCw8XgCoAEC,"Like all religious groups, the Islamic ones are the first to violate the rights of those that refuse to believe. ","[('refuse', 'qas'), ('refuse', 'cds'), ('refuse', 'cds')]","[""those are muslim extremists , extremists do not represent a whole religion 's morality .""]",religion,atheism in egypt: the challenges facing non-believers? bbc news,2/13/14,15:18:11,0,1,0,0,0
Ugg3G_rLcpuuwHgCoAEC,The third lord of the rings movie was great!,"[('ring', 'cds'), ('ring', 'cds')]",['something something FIRST WOMAN PRESIDENT Vote # Vagina2016'],political,donald trump vs. hillary clinton third debate cold open - snl,11/5/16,0:49:02,1,0,0,0,0
UgzOgsGc8j1LVAJRAVR4AaABAg,"All this video shows is the attorney is above the law and she knows it.  Thats an elected state official.  The rest of us would comply with the officers, answer questions, and then be on our merry way.","[('attorney', 'pa'), ('know', 'asm'), ('officer', 'cds'), ('officer', 'cds')]",['she knows what ? ?'],racism ,police pull over florida state attorney,8/24/19,0:28:48,0,0,1,0,0
UgwvIZK3S9XF3KMOas14AaABAg,Why do all the feminist no offense have hair from the 60s?,"[('do', 'asm'), ('offense', 'cds'), ('offense', 're')]","[""`` Old Killjoy ''""]",racism ,woman who called police on black girl selling water,5/15/19,1:28:02,0,0,1,0,0
Ugxf3N5TGjvAd7CiZvJ4AaABAg,Love how they make it a race thing right away,"[('race', 'ps')]","['@ Dendroaspis Polylepis her husband last name', 'Junior Rodriguez she prolly an afro-latino']",racism ,police pull over florida state attorney,4/5/19,19:40:25,0,0,1,0,0
UgxewnM6sk75IGa9rzN4AaABAg,I'm converted to islam few years ago  Alhamdulillah islam is amazing now I'm proud to be muslim,"[('proud', 'svp'), ('proud', 'svp')]","['@ Inspired by Sheikh Ahmed Deedat Christ is Lord Anything Else is False . God bless all .', 'MG revelation was a dream It ’ s only in a dream if someone that Jesus claimed divinity but not in real life']",religion,"islam, judaism, and christianity - a conversation",11/11/19,22:24:27,0,1,0,0,0
UgxQw7VCB8-M1-FxJSp4AaABAg,"Before he learned that she is the state attorney he is a cop. When he learned who she is, he bacame BARNeY.. lol","[('attorney', 'pa'), ('cop', 'cds'), ('cop', 'cds')]",['True'],racism ,police pull over florida state attorney,7/13/19,11:36:12,0,0,1,0,0
Ugw6U8fdGeA9tpVW5f94AaABAg,It’s crazy to me that no one is questioning the actions of the off duty cop.. she shouldn’t be a cop.,"[('cop', 'cds'), ('cop', 'cds')]",['lol ! ! !'],racism ,black man asked to leave his own pool,6/13/19,6:26:21,0,0,1,0,0
UgjbQ-AVw4gQO3gCoAEC,Anyone else see white subtitles instead of the classic black and white?,"[('white', 'ps'), ('black', 'dmc'), ('black', 'ps'), ('black', 'ps'), ('white', 'ps')]","[""Red it 's a tv show that mocks celebrities or in this case the presidential candidates for humor"", 'yes , its fake .']",political,donald trump vs. hillary clinton third debate cold open - snl,10/24/16,1:47:41,1,0,0,0,0
Ugib5t-EyU1Y5ngCoAEC,Why does SNL keep saying trump is definitely gonna lose when its such a close race? Is it because they want trump to lose? ,"[('do', 'asm'), ('race', 'ps')]","['@ Kira Lawlet I know right ? LOL . That also would have been funny to see : P', ""Aurasua Lee she did n't break his arm off of his body and beat him with it ? Shame .""]",political,donald trump vs. hillary clinton third debate cold open - snl,10/23/16,23:50:31,1,0,0,0,0
UgzKqzWezQ3kOAFy5Tl4AaABAg,"i saw many respect comment from non muslim to muslim... thank you bro.. we are ordinary people just like you. we cry, laugh, sad, happy just like you.. may peace be upon all of us 

#IndonesianMuslimHere 😍","[('comment', 'cds'), ('ordinary', 'cds'), ('ordinary', 'qas'), ('people', 'cds'), ('people', 'cds'), ('sad', 'is')]",['Phantom Starex lol good advice'],religion,"islam, judaism, and christianity - a conversation",9/20/19,1:47:39,0,1,0,0,0
UgilpUkxYHE6qXgCoAEC,"Poison faith , trump kick them all out , all Muslims people like this lady first thing she's brain washed ,","[('people', 'cds'), ('people', 'cds'), ('lady', 'om')]","[""@ Yash Parmar यश परमार। there is a whole chapter called women ... you are probably unaware about what 's in the Quran so read it before jumping into conclusions.. oh you have to be logical too thanks bye ."", ""@ BARCODE III show me where it does n't ."", 'Sophia Opex please show us where it disrespects']",religion,what islam really says about women | alaa murabit,12/23/16,7:20:40,0,1,0,0,0
Ugy4rSfZ39CeX8bhRYZ4AaABAg,The problem is the politicians not the religions,"[('problem', 'cds')]","[""@ Top Global 43 Harith I did n't get your point but what my point was that whenever they see a comment like that , they rush over there and start asking them to accept Islam ! You 'll see lots of examples , just see the comments !"", 'Really ? As a BIGGEST muslim population country i never see a kind like that , its prohibidden for us to lie and pretending to pretending not a muslim thats the biggest sin of muslim and surely no muslim Will do that .']",religion,"islam, judaism, and christianity - a conversation",12/6/19,15:57:04,0,1,0,0,0
UgxH9HqUkUidaOqjNDp4AaABAg,"We pulled you over because your skin ....I mean windows are dark. LoL yeah she fell for that.  #gobustacrackhead
#makeamericawhiteagain","[('mean', 'svp'), ('mean', 'is'), ('mean', 'svp'), ('mean', 'an'), ('fell', 'dmc')]","['Not', 'enigmatic she has them walking around the city running plates of cars in parking garages', 'enigmatic 😂😂😂😂😂', 'enigmatic lmao ! !']",racism ,police pull over florida state attorney,4/24/18,21:17:25,0,0,1,0,0
UgxWDfPX0WfljEJSrth4AaABAg,"Racism is real, it will never go away, Rashida Tlaib was right on speaking her mind, by now everyone knows Trump is a racist, must white old people are and it might not even be their fault, the times they grew up on and the people around them have a lot to do with how they develop their social manners... The human species have polluted civilization since the dawn of time,  we built entire countries around it,  Asians have their own racism against their own, Hispanics do too, the never ending fight between black and white ,we keep dancing around the word ""racism"" pretending we are trying to fix the issue but the truth is that this problem is bigger than us, it is a worldwide epidemic that can't be fix, we can only fix ourselves and that's it, trying to make people change only makes others angry and so the race war continues, it is a human condition and will always exist until the end.","[('go', 'cds'), ('know', 'asm'), ('white', 'ps'), ('people', 'cds'), ('people', 'cds'), ('people', 'cds'), ('people', 'cds'), ('lot', 'cds'), ('do', 'asm'), ('do', 'asm'), ('black', 'dmc'), ('black', 'ps'), ('black', 'ps'), ('white', 'ps'), ('fix', 'cds'), ('fix', 'qas'), ('problem', 'cds'), ('fix', 'cds'), ('fix', 'qas'), ('can', 'om'), ('can', 'cds'), ('fix', 'cds'), ('fix', 'qas'), ('people', 'cds'), ('people', 'cds'), ('angry', 'svp'), ('angry', 'svp'), ('angry', 're'), ('race', 'ps')]","['Tom Krzysiak this was sarcasm.. lol , wow', 'Its the same thing..']",racism ,racism accusation sparks fury at cohen hearing,2/27/19,23:19:59,0,0,1,0,0
UgwZKvWyCj_t2d_c7tt4AaABAg,I love Islam hame islampar grab hai Amin,"[('love', 'asm')]","['@ anjuman786ara Anjuman Ara you proved my comment right as I say you people never accept your fault', ""You do n't understand Islam .""]",religion,the differences between islam and hinduism,2/4/19,6:11:35,0,1,0,0,0
UgyYenmWxMFsjXedoqB4AaABAg,"State Attorney Ayala disputing being removed from office for refusing the death penalty prisoners for killing a police officer.  firstly, a lot of people don't believe in the death penalty.  secondly, it should be a uniform judgment, ie. if anyone kills anyone and found guilty then they should be either given the death penalty or not.  there should not be preferential treatment, a bias.   

any law should NOT be based on a bias.","[('refuse', 'qas'), ('refuse', 'cds'), ('refuse', 'cds'), ('prisoners', 'ddp'), ('kill', 're'), ('officer', 'cds'), ('officer', 'cds'), ('lot', 'cds'), ('people', 'cds'), ('people', 'cds'), ('do', 'asm'), ('kill', 're'), ('base', 'dmc')]","['It is NOT ILLEGAL for cops to run tags , they can run tags ANY DAMN TIME THEY LIKE . And they do NOT have to explain themselves , either .']",racism ,police pull over florida state attorney,11/14/18,16:15:56,0,0,1,0,0
Ugy2R8SWwqhaEt1grhR4AaABAg,How do people like her get hired in the first place?,"[('do', 'asm'), ('people', 'cds'), ('people', 'cds')]",['Axel Black True . The guy was fighting before and after the video . Google his name for a mugshot . Shayne Holland'],racism ,black man asked to leave his own pool,1/6/19,0:26:18,0,0,1,0,0
UgwGSIbBNC-2fq3cnm94AaABAg,Your all objections have been answered properly. You are just misguiding people.,"[('properly', 'dmc'), ('people', 'cds'), ('people', 'cds')]",['What does that even mean ? Are you just upset that the Quran is really just expensive toilet paper ?'],religion,the scientific mistakes of the quran,12/6/19,12:44:55,0,1,0,0,0
UgzEnpWFee7POYeh5xJ4AaABAg,"Wow, i was on that mom's side till she said white privilege...she is what's wrong with America. What did race have to do with this!?!","[('white', 'ps'), ('wrong', 'is'), ('do', 'asm'), ('race', 'ps'), ('do', 'asm')]","['Common courtesy is one thing but when you get that uneasy feeling that white folks can just call the police arbitrarily against Black Folks just because we are Black , we get tired of apologies . We are tired of it .', ""Iyabinghi Ashanti I agree with you ! Specially when the apology is n't sincere . Clearly she was fine with her actions until they backfired on her . I do n't care what color the child was , there was no need to call the police . If and I do say IF , the child was being extremely noisy why not politely as her to not be so loud . Then if that does n't work , then call the police . Where has common courtesy went in this Country ?""]",racism ,woman who called police on black girl selling water,6/26/18,13:21:43,0,0,1,0,0
UgwYLQrJq7LM3ZjGH1d4AaABAg,"Islam wasn't founded 1400yrs ago, 
And it was not founded by prophet Muhammad SAW

The day Prophet Adam pbuh kept his foot on Earth, Islam was there,
Every prophet bought the same msg
 Please make a video on Islamic facts about
Facts on Prophet 
and facts on Quran","[('foot', 'an')]","['@ Viky Dutta wives ke maamle mai humare prophet tumhare bhagwaan ke saamne kahi nahi tikte , kisi 15k koi 3 koi 6 to wives ke hisaab se unke character decide kare', 'HI VIKY DUTTA , TELL ME : WHO IS YOUR CREATOR ? ? ?', 'Dude u yourself make god by making statue']",religion,the differences between islam and hinduism,1/14/19,11:16:16,0,1,0,0,0
UghAui6jq4XYXngCoAEC,even a white dude dresses like that with dreadlocks could be suspicious in a store like that come now,"[('white', 'ps'), ('dude', 'cds')]","['im gay gtfo breeder', 'Shut up kid', '😂😂😂', 'Pull out']",racism ,black customer racially profiled in high end store,7/30/16,10:39:55,0,0,1,0,0
Ugwofdx5Y6yLTDYK6AV4AaABAg,If tht was me n he told me he wanted to search me on my luks i tell him straight tht i can sue u ryt now n wat would u do,"[('can', 'om'), ('can', 'cds'), ('do', 'asm')]",['UberDurable - F*ck you .'],racism ,black customer racially profiled in high end store,7/10/18,20:23:39,0,0,1,0,0
Ugzvl83zBRY7tPJNf-J4AaABAg,"Silly accusations against perfect Holly Quran,  you don't want to understand as stubborn","[('do', 'asm'), ('stubborn', 'an')]",['there is no such thing as too much'],religion,the scientific mistakes of the quran,10/8/19,16:57:17,0,1,0,0,0
Ugj49mpAYfahQngCoAEC,"Dear Fellow Human World Neighbour and Youngster: 

*Do not let your own Spirit (of Thought) turn into that of Atheism.*

For this is the dangerous way to go!
It is in the same Spirit (or thought) and the meanness of which all dishonest dictators choose for themselves.

Ergo; in this way “Atheism” is no better than “Nazism” and will turn you into thoughts of speaking words with the same attitude as Hitler or any such foul dictator!

Because like Judas Iscariot, who was a traitor and betrayer to Yeshua (better known as Jesus) so too was Hitler!
And it can be the same path that could lead to your own self-destruction:
Just as that of Iscariot’s and Hitler’s!

There is only one way for all of us to live our lives, and it is not necessarily one of religion!
No!
We must all be at one with Yeshua; who all these 2,000 or so years ago sacrificed his own life, so that we wouldn’t have to choose such a self-destructive path:
But please be warned it ain’t the easy path as you may be led to believe by only thoughts of self!
(Matthew 7; 13-14)

If you can find the Spirit of grit and determination within; i.e. to be better than self:
Just as any world champion athlete or boxer etc., finds within:
Even though you might not wish to pursue such athletic prowess, but nevertheless, you will have gained the same Spirit and of the grit and determination to be better than self; so to help you choose the right path:
That is; to be at one with Yeshua and his own sacrifice:
And is that sacrifice of flesh and blood of which is one of Love, Compassion and Understanding for all others.

It is “the only way” to that of living in the Spirit (or thought) of truth peace and goodwill to all men of women:
And which has its own “Golden Rule” or Law and is that of the “Law and the Prophets” Yeshua cites:
“Always love your neighbour as your own self”
thereby to
“Always treat others as you would like them to treat you”

If you can find such Spirit (or thought) within yourself to thereby abide by such Law, then you will be choosing the right path:
And not the one that could most likely lead to your own self-destruction in the way (ultimately) of all foul dictators.

2gointruth 28/05/14.","[('go', 'cds'), ('meanness', 'dmc'), ('meanness', 'is'), ('meanness', 'svp'), ('meanness', 'svp'), ('meanness', 'an'), ('dishonest', 'cds'), ('foul', 'dmc'), ('foul', 'asm'), ('traitor', 'dmc'), ('betrayer', 'ddp'), ('know', 'asm'), ('can', 'om'), ('can', 'cds'), ('can', 'om'), ('can', 'cds'), ('blood', 'dmc'), ('love', 'asm'), ('can', 'om'), ('can', 'cds'), ('foul', 'dmc'), ('foul', 'asm')]","[""@ NotEnoughLions Ha ha , Ted , You may not know you hate people preaching this disgusting filth does not benefit anyone . It has made you an angry , selfish , insensitive young `` fool . '' ( using your word ) Now go before you get angry and throw more toys out of your push-chair ! ... ; ) )""]",religion,richard dawkins: 'somebody as intelligent as jesus would have been an atheist',5/28/14,6:27:56,0,1,0,0,0
Ugx0mYB_mta5nuWFvYx4AaABAg,Creationism is a focus on pre-college education because their tomfoolery is not worthy of any academic respect at the University level.,"[('academic', 'cds'), ('academic', 'pa'), ('academic', 'pa')]","['science just explains things previously thought to be divine magic', 'DeathCreationist this is the reason why science and religion are mutually exclusive ideas . Religious people say it explains everything , but every time science explains something they just move on to the next unknown . Science needs evidence ... religion just says it has evidence then when proven wrong it says it ’ s unknowable .', ""@ Kristopher B I agree , however what if the form of evidence that we require as a species is n't compatible to understand a complex thing such as God ? God is supposed to be transcendent and seemingly not aligning with humanistic regulations ."", 'DeathCreationist evidence is not open to interpretation . It has to be logical and reproducible . A book is evidence for nothing scientific . Literary or historical sure . I have little doubt somebody named Joshua existed a little over 2000 years ago . But that ’ s zero evidence for divinity . First you would have to prove gods ( of any sort ) exist . Then you have to prove yahweh exists to get to Old Testament times . Then if want to decide which of judiasim , christianity , or islam is correct need evidence of whether jesus was a god or just deified by his followers . Like many many other people have been throughout history . Surely not all are gods . Millions of Scientologists believe lronhubbard was a god and spoke with the head god . Even have a book that ‘ proves ’ it . Why are Christians right and they ’ re wrong ?', ""@ Kristopher B I believe our methods to determine what 'evidence ' truly is , could be flat out wrong . I find it logical that we ca n't understand God , as why should we be able to using humanistic methods ? Evidence is required to believe in such , although this really does depend on what we call 'evidence ' in the first place .""]",religion,militant atheism | richard dawkins,5/14/19,0:12:53,0,1,0,0,0
Ugy1Meg9hMQVwWXnckh4AaABAg,The devil is a fat 30 year old woman in yoga pants,"[('devil', 'cds')]",['Eth3n_ Chung The rest of the street 😭😭💀'],racism ,woman who called police on black girl selling water,1/6/19,14:08:53,0,0,1,0,0
UgxTeYivsFJlWM2mIVt4AaABAg,"After all, Quran is all joke with no truth whatsoever.","[('joke', 'cds')]","['Zakir Naik is a religious hate-monger . He was banned from several countries for his hate speech and for praising terrorists : India , Bangladesh , Canada , the United Kingdom and Malaysia and Sri Lanka under anti-terrorism or anti-hate law . ( BTW : Bangladesh and Malaysia are Islamic countries ) .']",religion,the scientific mistakes of the quran,12/12/19,16:38:41,0,1,0,0,0
UghpYIOhdM5SW3gCoAEC,Ugh michael che was almost as bad as the real lester holt.,"[('bad', 'dmc'), ('bad', 'ddf')]","['Hillary is already Threatening WW3 with Russia literally and this is all you got ? ? ... Trump actually is the first President potential to actually have Putins respect . has called for working together with Russia to defeat ISIS . unlike obama and hillary who armed them and threaten russia with no fly zones knowing that Russia has a mutual protection treaty with Syria and is obligated to protect them .', 'If he doesnt then expect to be overrun by terrorism and islamic extremists kiddo .']",political,donald trump vs. hillary clinton debate cold open - snl,10/2/16,22:21:30,1,0,0,0,0
UgwNIb4u_dGUf9AySSJ4AaABAg,"Ya Allah bless the imam who spread your great words along with the people,  May Allah ease us too...  Ameen","[('people', 'cds'), ('people', 'cds')]",['abdulwaduud ahmed Cause Jewish and Muslim have the same persfective about monotheism when Christian believe with their Trinity .'],religion,"islam, judaism, and christianity - a conversation",2/9/18,10:25:59,0,1,0,0,0
UgjOFGVf15qTLXgCoAEC,The beginning: Kate McKinnon plus chairs = COMEDIC GOLD. SHE is always funny with chairs.,"[('chair', 'pa'), ('chair', 'pa')]",['cynthia zavala its biased when they claimed her president not once but TWICE'],political,donald trump vs. hillary clinton town hall debate cold open - snl ,10/16/16,19:47:59,1,0,0,0,0
UgzBFrq0D2BMA6bTsod4AaABAg,"Her speech: Lie lie, lie, deceive, play the victim, lie, lie some more
Her audience: WOW AMAZING! YOU ARE LIKE A FEMALE MARTIN LUTHER KING! WE BELIEVE YOU AND WILL SLAUGHTER AND BEHAD ANYONE WHO STANDS AGAINST YOU OH PRECIOUS MUSLIM WOMAN YAY!","[('lie', 'qas'), ('lie', 'cds'), ('lie', 'cds'), ('lie', 'dmc'), ('lie', 'qas'), ('lie', 'cds'), ('lie', 'cds'), ('lie', 'dmc'), ('deceive', 'dmc'), ('victim', 'ddp'), ('lie', 'qas'), ('lie', 'cds'), ('lie', 'cds'), ('lie', 'dmc'), ('lie', 'qas'), ('lie', 'cds'), ('lie', 'cds'), ('lie', 'dmc')]","[""Give me a verse in the quran that 's misogynistic please so I can read it myself thank you"", 'Well Ruthvik if you are a Hindu then you have forgotten about Draupadi and if your are a Christian then you have forgotten about Mother Mary ... either way you are just a man with prejudice and double standard ...', ""And there is nothing as violence ... I do n't know what you have read ... do n't talk anything ..."", '@ Marhaba M your language shows a perfect example of a muslim online being confronted with the truth , islam should be abhorred', 'Ruthvik hadiths are rumours and have u finished Quran if not stfu and read if u want a proper answer it cake say in one verse “ men are leaders women aren ’ t ” a few verses after “ but it all is based on character for god loves all and respects all as should u to everyone ” this is called cherry picking read the Quran please']",religion,what islam really says about women | alaa murabit,3/14/18,16:33:20,0,1,0,0,0
Ugw5r3cvfG_IVX7O2PJ4AaABAg,"It's funny to see the pedos in trying to be funny, tell your jokes to satan..","[('joke', 'cds')]","['@ Joe Giuffre Took a quick peak . Inglorious Bastards looked like a serious one ... holding off on that ... but my reaction was a lot like this ... https : //www.youtube.com/watch ? v=Fsql523bSj4', ""@ MC Chamblin I 'm sure they are all right here on YouTube ."", '@ Joe Giuffre I am challenged to take a look .', '@ MC Chamblin The 3 Stooges are great in their short films . Not so much in the feature length ones . The the funny impersonation of Hitler movies that come to mind are ... The Great Dictator The Producers Inglorious Bastards', ""@ Joe Giuffre Favorite comedy movie hard to say , there are so few . Off the top of my head , what is funny are the three stooges . Have n't seen them in a while ... might not be so funny now . Do you think someone could do a funny impersonation of Hitler ?""]",political,donald trump vs. hillary clinton third debate cold open - snl,8/20/19,1:42:40,1,0,0,0,0
UgzJm3SNQ02HwPJmE4F4AaABAg,Drown that cow in the pool problem solved.,"[('cow', 'an'), ('cow', 'pr'), ('cow', 'an'), ('cow', 'pr'), ('problem', 'cds')]",['Goku Son I hate people who knowingly falsely call racism .'],racism ,black man asked to leave his own pool,12/26/18,9:05:41,0,0,1,0,0
Ugz5AUB9jEhXojJqG5R4AaABAg,What did they do that was wrong? NOTHING.,"[('do', 'asm'), ('do', 'asm'), ('wrong', 'is')]",['Frozen Actor nowadays if you ’ re a minority you are guilty until proven innocent .'],racism ,police pull over florida state attorney,3/9/19,16:12:33,0,0,1,0,0
UgxI1RP9G8tMHNQZO254AaABAg,What a family discussion may GOD bless you all,"[('family', 'cds')]",['Rubbish'],religion,"islam, judaism, and christianity - a conversation",7/17/18,16:33:29,0,1,0,0,0
UgxLh8sY_tFt1At_nRx4AaABAg,"When the police officer found out she was a state attorney, he attempted to let her go. And gave her the reasons why he stoped her in the first place. And those reasons are legitimate. The police officer wasn't racial profiling or harassing her in any way.","[('officer', 'cds'), ('officer', 'cds'), ('attorney', 'pa'), ('go', 'cds'), ('officer', 'cds'), ('officer', 'cds')]","[""You 're a race soldier !""]",racism ,police pull over florida state attorney,11/18/18,16:03:18,0,0,1,0,0
UgzCBkJc-DqLhfUmNpp4AaABAg,"Why isn't the term White Privilege deemed racist, but calling the police is automatically racist. The woman is plainly a nasty individual,  that doesn't make her a racist though","[('nasty', 'dmc'), ('do', 'asm')]","[""P I no I do n't think she would have called the cops on a white kid because she would have gotten an apology from the white kid or talked to her mother but with a black woman if she tried that she would have been cussed jumped and lied on . She works pays money for her house and it 's not zoned commercially why do blacks think they are above the law ? Even if she did let s white kid infringe upon her rights that means she has to let everyone ? You got any family that eats at your house cause I am hungry and ready to eat all your vittles or Skittles . LOL.."", 'You think the b ... ch woukd have called the cops on s white kid ? She likely would have bought all of her water instead ...']",racism ,woman who called police on black girl selling water,7/6/18,18:27:55,0,0,1,0,0
Ugj-d-cHPVT8pXgCoAEC,this guy has pure evil in him Satan in disquise praise you jesus,"[('evil', 'dmc'), ('evil', 'dmc'), ('evil', 'dmc')]","['Circular logic 101 . The Bible is true , because the Bible says the Bible is true .']",religion,militant atheism | richard dawkins,6/6/17,2:10:26,0,1,0,0,0
UgyqDBeMmB7SGx7vHvN4AaABAg,"I just would have kept my mouth shut and the next time I delivered u a pizza,it would have the ""special sauce"" on it.","[('mouth', 'cds')]",['What ? I dare you to make sense'],racism ,"pizza delivery guy gets insulted, internet gets revenge",3/17/19,19:06:43,0,0,1,0,0
Ugw6jmCcxQuJL21BWVB4AaABAg,Bro... congratulations for going to hell. U misunderstand alot of things. Back to islam and read more,"[('go', 'cds')]","[""Can you find the original quran ; when you do then I 'll read it for you ! Original quran does n't exist and never existed !"", ""@ First Name he 's afraid to .""]",religion,the scientific mistakes of the quran,11/30/19,11:01:41,0,1,0,0,0
UgiilHGrQvN9eXgCoAEC,why did you repost the debate?,"[('do', 'asm')]","['+g3fca2a He used to be one of the talking heads at Fox News .', ""I 'm from Ohio too , and even though I 'm a Democrat , I like him the best out of all the Republicans with Pataki at a near second ."", '+KayskolA There was no danger of that happening .', ""+KayskolA or any of these morons like seriously just do n't lol"", '+KayskolA I will drink a sororities gold fish before I vote for Kasich .']",political,first republican debate highlights: 2015,8/26/15,23:55:26,1,0,0,0,0
Ugz8MeAQgcOn7VaC2MB4AaABAg,"Her: I’m state attorney 

Officer: I have the right to remain silent anything I say can and will be used against me in a court of law.","[('attorney', 'pa'), ('can', 'om'), ('can', 'cds')]",['Karen Jaroch - Really Trouble for what exactly ?'],racism ,police pull over florida state attorney,11/21/19,5:04:30,0,0,1,0,0
UghD9fRuhmydzHgCoAEC,Gov Christie's song is hot hot heat hahahahhahaha. You know he got laid after that...,"[('hot', 're'), ('hot', 're'), ('know', 'asm')]","['+adkgirlsince01 haha , same .', '@ electrocat1 nope , he has went very downhill since then and i regret everything i said about him . 200 % for bernie sanders now lol', '+adkgirlsince01 you still stand by that ?']",political,first republican debate highlights: 2015,10/1/15,23:19:27,1,0,0,0,0
UgiWorB2KjXt6ngCoAEC,"2gointruth has, like all deluded believers do when views contrary to their own are expressed, suppressed a comment I made about his diatribes, to iTroozTrooperDown.  He says: ""Please do not make up such foul and calumnious stories about me"" - of course the truthfulness of that description of my, admittedly, tongue-in-the-cheek missive cannot be verified by any other reader due to his act of censorship ""Therefore I am able to delete any who are dishonest about me, or who are quite frankly out of control and are just out and out rude and disrespectful to me!"".  

So, I will attempt to reconstruct it here (as best my memory will permit):

""+iTroozTrooperDown. Don't worry, nobody else can understand what 2go is saying either - not even other believers.

He gets up in the middle of the night, having been inspired, and writes a draft of his next revelation.  When he gets up in the morning, he types-up and posts it before his meds have kicked-in.  The trouble is, he doesn't then re-read it and recognize that what appeared as a profound thought at 4am, has only the foundations of fantasy and dream in the daytime.

But he's a nice guy and is mostly harmless""

He has written about his 'M.O.' himself, whether or not he is on meds, I don't know, that IS my invention and the remainder is clearly true - he just does not recognize that his highly-stylized manner of expression is pretty much incomprehensible to anyone else - as I've said even 'christians' have brought him to task about his double-speak in which his meaning of the word 'Truth' changes from mS to mS.  Whether or not he is harmless, again I do not know, after-all, this is a guy who thinks that slavery is no worse than having to hold down a job.

My suggestion to anyone wanting to gainsay 2gointruth (by depicting reality for example) would be to do so in a new comment box rather than using the 'reply' button thereby giving him the power to censor your message.","[('do', 'asm'), ('comment', 'cds'), ('do', 'asm'), ('foul', 'dmc'), ('foul', 'asm'), ('can', 'om'), ('can', 'cds'), ('dishonest', 'cds'), ('rude', 'cds'), ('rude', 'dmc'), ('rude', 'dmc'), ('can', 'om'), ('can', 'cds'), ('trouble', 'cds'), ('do', 'asm'), ('do', 'asm'), ('know', 'asm'), ('do', 'asm'), ('mean', 'svp'), ('mean', 'is'), ('mean', 'svp'), ('mean', 'an'), ('do', 'asm'), ('know', 'asm'), ('do', 'asm'), ('comment', 'cds'), ('power', 'qas')]","[""@ El Rondo Yes , I too ! Now that we are facing each other : But let the Spirit of truth be our judge , as it is in any honest court in the world : And may we both be so acquitted as brothers of Yeshua , the Teacher of the Spirit of truth and therefore both enemies to Atheism , of which is the antithesis to the Spirit of truth . In this way we will then both share good thoughts and not bad thoughts and enjoy all the good things that are already ours and not try to turn them into bad things that need n't be ours . For it is not possible to be `` deluded '' by truth nor by the teacher of truth ."", 'I rest my case .']",religion,richard dawkins: 'somebody as intelligent as jesus would have been an atheist',12/12/13,20:49:09,0,1,0,0,0
