id,comment,replies,find_abusive,find_abusive_reply,time,date,title,political,religion,racism,topic,category,word_count,char_count,replies_length,replies_word_count
UgiDYRmEboq9YngCoAEC,"NBC, CBS, TNN, ABC, are all twats!!! Hillary made them her BITCH. When she wins I hope there is a true recount. No electoral votes, a true count. No more fake presidents! We need to stand up NOW!!!","[""travincal1 Liberal and conservative values both have pros and cons . Our country has always struggled balancing the two views , which I consider a healthy challenge . However , I think the liberal agenda has dominated most of the latest cultural manifestations , so I understand your outrage . Now , while a lot of college education is complete BS , I would find it hardpressed for you to deny that some of the most groundbreaking technological and scientific advances are occurring at colleges , universities , and other higher institutions as we speak . We 're talking about new systems and biological discoveries that will make your life longer and easier . I mean , I do n't think YouTube was founded by a bunch of conservatives ; )"", ""Parker So Fetch Parker So Fetch Also I love how you IMMEDIATELY show how ignorant and bigoted you are by almost word for word quoting Hillarys bigoted speech that every liberal pawn like yourself is out there repeating over and over now lol . You people ca n't even come up with your own insults you 're so moronic . Not to mention you ca n't actually have a debate with a conservative because factually liberals ALWAYS lose . That 's why there are no radio talk shows with liberal commentary because first of all you can only say `` racist , homophobe , islamophobe etc etc '' so many times on the radio before people realize you have no substance ( liberals never do ) and secondly because every time liberals try average every day people call in a make a mockery of them . The left only has one thing going for it and always has only had one thing ... Name calling and ridiculous accusations that everyone who disagrees is racist or some of `` ist '' or `` phobe '' it 's honestly just pathetic . So hope you 're happy that you are yet another proven low information voter who has no substance or political knowledge and reverts within seconds to the good old liberal namecalling . Usually libtards on youtube go a few replies back and forth before they start getting embarrassed and revert to the names but man you are REALLY desperate even to the point of quoting Hillary word for word because you are n't creative enough to muster up your own insults lol . I 'm guessing it 's because i hit the nail on the head with the `` living with mommy and daddy '' comment . Just get a job bro and in time you 'll be able to move out do n't worry . I know you millenials do n't like jobs and just depend on the government for everything but come on now hard working conservatives can only support you bums for so long ."", ""+Todd Miller Conservative Christians are a very large percentile of the Republican party . Its not an assumption its a statistical fact . It 's not just graduates , I also said academics and scientist . There 's actually a correlation with higher IQs and Liberal values , but I guess IQs are also not an indication of intellect ."", ""Because it does n't take real intelligence to graduate from anything , it only takes a good memory . In case you do n't know , Einstein was a mail clerk . How many conservatives do you think did n't go into college , but instead went into the trades where it did n't cost them a dime to learn their skill sets and they wind up making as much as or more than any college graduate with a BA , without the mountain of debt following them most of their life ? Who are the smart ones again ? As Mike Rowe stated , “ We are lending money we don ’ t have to kids who can ’ t pay it back to train them for jobs that no longer exist. ” Now that is a profound and accurate statement . Interesting that you would assume only some `` right wingers '' go to college and most of them believe in the stories in the bible . It really shows a lack of intelligence on your part to assume that a very large segment of the population are ignorant just because they do n't agree with your political and sociological ideologies ."", 'Then why are educators , scientists and college graduates far more likely to be liberal ? & Why is it that the right is filled with people who think virgins give birth and snakes can talk ? ... I mean ...']",1,1,0:22:29,10/25/16,donald trump vs. hillary clinton third debate cold open - snl,1,0,0,political,"[('twats', 'or'), ('twats', 'asf'), ('fake', 'dmc'), ('fake', 'dmc'), ('fake', 'dmc')]",38,197,5,785
UgjmCkbDR3U6l3gCoAEC,Yeah this is biased but trump is an asshole so it should be and I do love Saturday night live but they do kind of press their liberal views on everyone. It's probably them trying to get people to vote for Hillary so trump doesn't win.,"['Fuck man thank you . Do you know the burden one carries for this shit ?', '@ Paladin 1 We have a corrupt Govt and DT is the Law and Order president , the only one .', ""Hillary Clinton should never be able to run office . She broke the law and the US GOVERNMENT WO N'T EVEN ACKNOWLEDGE THIS ."", '@ Paladin 1 Hillary is a GLOBALIST PUPPET for RICH WHITE MEN ... .George Sorros and Warren Buffet ... ..GLOBALIST ... ! !']",1,1,2:03:05,10/3/16,donald trump vs. hillary clinton debate cold open - snl,1,0,0,political,"[('asshole', 'cds'), ('asshole', 'ddp'), ('do', 'asm'), ('love', 'asm'), ('do', 'asm'), ('people', 'cds'), ('people', 'cds'), ('do', 'asm')]",46,234,4,84
UgwbkpEjrLKTRzLyGIV4AaABAg,And Trump and his supporters ignore it all. Bringing out a token black woman as to say see he's not racist is outrageous. Wrong side of history assholes,['Shut the hell up old black women . Ha Ha Ha ! Right back at you lol'],1,1,23:54:10,2/27/19,racism accusation sparks fury at cohen hearing,0,0,1,racism ,"[('black', 'dmc'), ('black', 'ps'), ('black', 'ps'), ('assholes', 'ddp')]",28,152,1,17
UgyIyOrL8Xf2twgbnSB4AaABAg,"Yeh we should forget about women having any self respect and concealing their 'zeenatahunna' (private parts or beauty spots) which is the only thing stated in the Qur'an may I add and morally destruct themselves and be called bitches and hoes in music etc like western society says,,  not","['You ’ re just a dumbass', 'Thank you for caring but no thanks . This convo ends here this is a waste of time-', ""I do n't know which fairytale world you all live in , please educate yourselves . I suppose you are not illiterate as moh was . https : //en.wikipedia.org/wiki/History_of_the_Quran http : //www.answering-islam.org/Silas/mo-death.htm https : //wikiislam.net/wiki/Circumstances_Surrounding_Muhammad % 2"", 'GregorPQ The Quran was written in the point of view of Mohammed , it could not have include anything after his death .', ""LOL I 'VE NEVER HEARD SOMEONE SAYING HE DIED OF POISON😂 ( THAT 'S A NEW STORY ) STUPID AS SHIET😂😭""]",1,1,0:13:17,5/8/18,what islam really says about women | alaa murabit,0,1,0,religion,"[('morally', 'dmc'), ('bitch', 'pr'), ('bitch', 'an'), ('bitch', 'an'), ('hoe', 'pr'), ('hoe', 'pr')]",49,288,5,105
UghJephLSYtWW3gCoAEC,"Bunch of fuckin low life criminals, anyway.  It's not enough they most likely cheat the shit out of their customers, they gotta do it to the pizza guy too.","['but what does it all mean basil', ""+Duck4212 I know , right ? I think it was just CNN ... The beginning of this video was n't especially clear ..."", ""+Brian Avant Agreed . I live right down the street from a Pizza place I order from sometimes . I do n't always have it delivered since I 'm so close , but sometimes I do n't have the car with me . The delivery fee is $ 2.50 , and I still always make sure I at least have a $ 3 tip for the delivery man/woman . So , even though they literally drive right down the road , I still always make sure to tip , even though the delivery fee is $ 2.50 . They 're the ones that are left alone with your food in the car . And I 'd rather be on their good side so they do n't get any ideas and mess with my food the next time they deliver or something , lol ."", ""@ Brian Avant Yes I 'm aware of that lol . And I ai n't a lazy ass haha . And of course , I agree . There 's 2 forms of tips like you mentioned haha ."", '@ Ballers Life A tip is because somebody brought you the food lazy ass lol . A bigger tip is because I got your shit there quick fast and in a hurry lol']",1,1,2:37:19,6/26/15,"pizza delivery guy gets insulted, internet gets revenge",0,0,1,racism ,"[('fuckin', 'asm'), ('low', 'dmc'), ('criminals', 're'), ('criminals', 'cds'), ('cheat', 'dmc'), ('shit', 'an'), ('shit', 'cds'), ('shit', 'ddp'), ('do', 'asm')]",29,155,5,245
UgxmM1v-sA3b63jQTm94AaABAg,"All I know is that these racist idiots want a 2nd civil war and I'm preparing. I bought some extra rifles, a lot of ammo and magazines, body armor suits and living in the mountains. They lost thecivil war, they lost ww2, and they'll lose again. Good will overcome the scum.","['Fancy Giraffe I mean if you want to own that more power to you . If you are happy supporting racists , bigots and degenerates do it . Birds of a feather surely flock together ... :', ""The point is you can call me any name you want . Degenerate , racist , nazi , I do n't care anymore . You leftists are sick little rats ."", 'Fancy Giraffe And what exactly was the purpose of your comment ? I never said I was going to wave my magic wand to prevent anything .', '# Walkaway', ""Well they 're about to be elected representatives wether you like it or not .""]",1,1,7:46:31,7/12/18,"panelist cries discussing racism, republican party",0,0,1,racism ,"[('know', 'asm'), ('idiots', 'asm'), ('idiots', 'ddp'), ('idiots', 'asf'), ('idiots', 'ddp'), ('idiots', 'ps'), ('idiots', 'cds'), ('lot', 'cds'), ('scum', 'qas'), ('scum', 'an'), ('scum', 'cds')]",51,273,5,112
UgzJbvLWca86MriPIh14AaABAg,No that just fucked up even if she said sorry she deserves to get socked up in the face for saying that,"['On dat gas 301 like you do it in the hood right ?', 'Zak Sujkovic remeber the spongebob episode when mr jeans did that 😂 lmao', '666 likes ooo', ""She 's a grown ass adult . And people like her are the same people who call other people snowflakes ."", 'HHAHAHAHAHA']",1,1,20:34:02,6/22/19,racial remark during high school graduation shocks crowd,0,0,1,racism ,"[('fuck', 'asm'), ('fuck', 'asm'), ('face', 'an')]",22,103,5,51
Ugwcz3_6Sy9BCl1Kg-d4AaABAg,Lock her ass up so she can learn that she took white privilege too far,"[""no , he ca n't `` put any punishment he wants '' but he can hold her in contempt . pro tip : do n't say `` fuck you '' in open court .""]",1,1,4:21:33,5/4/18,judge flips out after getting flipped off,0,0,1,racism ,"[('ass', 'om'), ('ass', 'an'), ('ass', 'asm'), ('can', 'om'), ('can', 'cds'), ('white', 'ps')]",15,70,1,34
UgwBtjsC9UixIaZGerl4AaABAg,I love how they keep cutting to a non related film with a man in court being stupid. See this is not really about insulting women who think they are above the law.,['omg is that what that was ? I thought she was trying to act all feminine to make the judge more leinient'],1,1,1:08:08,5/13/19,judge flips out after getting flipped off,0,0,1,racism ,"[('love', 'asm'), ('stupid', 'ddp'), ('stupid', 'or'), ('stupid', 'ddp'), ('stupid', 'cds'), ('stupid', 'cds')]",33,163,1,22
Ugy5Kmr4ufpJ-4XwEZt4AaABAg,"Why do we have the worst of humanity in the Republican party. Name it, the racist, pedophile, child abuser, white nationalist, devil's of all kind make up the Republican party and they are not ashamed about it. This will be the end of the Republican party.","['Dirk van de Kerkhof u are a horrible person , ur comment was stupid and extremely ignorant . So just # walkway . Just like ur walking away facts and reason .', ""I just cant with all the misinformed stupidity in this thread . And then the ad hominems , why are all you such horrible people . If only you 'd engage in a fair discussion people outside of your bubbles would think more highly of you . But now , you guys should look at yourself from an outsider perspective . Rabid comments here . No wonder the # walkaway movement is growing so much now . Keep shooting yourselves in the food ."", 'Dogmatic world view 😂😂😂 . I ’ m sorry that you see facts as a theory . That ’ s probably due to ur ignorant baseless worldview . And it ’ s not playing the race card if its true . Sorry it ’ s hard for u to see that in ur little world .', 'Dirk van de Kerkhof guy the jobs have gone up the last 8 years mostly because of last president . Donald is reaping benefits off of what obamy set up , so stop trying to give guy credit for something he didnt do .', 'Mike Thompson seeing as Angela Rye was 14 in ‘ 94 I ’ m not sure she was very much into politics to completely understand what was going on , nor did she have a platform where you or anyone would know her stance at the time . And Unemployment LOOKS better under Trump because many of the jobs that people are getting are only part time since that is all businesses are hiring these days to avoid giving workers full benefits . And since part time employment is counted there is a false sense that unemployment is improving when millions of Americans are only able to work 10-20 hours a week at or around the $ 7.25 minimum wage leaving those people severely UNDER employed .']",1,1,10:32:08,7/12/18,"panelist cries discussing racism, republican party",0,0,1,racism ,"[('do', 'asm'), ('party', 'cds'), ('abuser', 're'), ('white', 'ps'), ('devil', 'cds'), ('party', 'cds'), ('party', 'cds')]",46,256,5,343
UgizH-TbQZPWLngCoAEC,Alec Baldwin says grab her by the pussy on live tv and none of his high minded liberal friends die of offense...,"[""Thad Stevens It 's not a conspiracy theory it 's in wikileaks learn to go out and educate yourself . Yes we landed on the moon . Please stop party bull . America does n't need the party crap it need the people to stand up for the people not a corrupt elite ."", ""Jim jam no need for propaganda , just use Donald `` grab 'em by the pussy '' comments against himself . He 's his own worst enemy !"", ""Caseywacko The facts show hillary is a steals from Americans , haitians . She sells weapons to terrorists . She kills people who are going to testify against her or leak emails . She bold face lies to the American people . She 's a sell out to the elites of the world and you have trump who says some crazy shit and gossip . This is fact go read wikileaks . I am an independent and I think Americans should take back america from both parties and give it back to the people not a corrupt elite ."", ""@ Jim jam `` Thad Stevens typical garbage joke about me that I 'm mentally ill to disarm truths that cut you a little to deep . '' No , I legitimately believe you have a mental illness . I can probably prove it . People like you do n't stop with just 1 conspiracy . Did we land on the moon or was is faked ?""]",1,1,15:19:17,10/16/16,donald trump vs. hillary clinton town hall debate cold open - snl ,1,0,0,political,"[('pussy', 'or'), ('pussy', 'asf'), ('die', 'cds'), ('offense', 'cds'), ('offense', 're')]",22,112,4,248
UgzONjWeMaeyOVK3kVh4AaABAg,"Really? He doubled her bail just for saying ""adios""? I would've flipped him off too.
Like, really? It's okay for judges to be complete assholes, but a simple ""adios"" is incriminating now?","[""bail is n't a punishment . it is set at an amount reasonably calculated to ensure a defendant shows up to court and past and present conduct is absolutely part of that equation . if you refuse to take your arraignment seriously , the court might increase your bail . if you respond by saying `` fuck you '' in open court you will be held in contempt . despite repeated requests to be serious , she refused . this wastes the court 's time . this judge is cuban-american , that sing-song adios was the last straw . to say that he raised her bail over the word `` adios '' is highly disingenious .""]",1,1,0:45:12,12/22/17,judge flips out after getting flipped off,0,0,1,racism ,"[('assholes', 'ddp'), ('simple', 'cds'), ('simple', 'cds'), ('simple', 'asm'), ('simple', 'ps'), ('simple', 'or'), ('simple', 'asm'), ('simple', 'an'), ('simple', 'ddp'), ('simple', 'asf'), ('simple', 'ddp'), ('incriminate', 're'), ('incriminate', 'cds')]",32,187,1,116
UgwG2eL4nxnwTxqhsEJ4AaABAg,So in other words you will put up with any behavior as long as trump gets you a few things. You will even support a man who thinks you are genetically inferior and most of his base wants you eliminated. Your priorities are fucked.,"[""Brock Henley . Here 's anther similarity between Trump and Hitler . Hitler convinced the German people that `` Jews '' were the source of most of the nations problems . He demonised them . He did so by Goebbels propaganda . Trump has successfully convinced his base that illegal immigrants are the source of most of the nations problems . He has demonised them . And he did it with the help of his propaganda machine , Fox News ."", ""Brock Henley . `` Perpetual lying '' ? The biggest source of lies and fake news is the orange twiterbitch 's own pie hole . Trump has always been , and still is , a serial liar and world class bullshitter/ con artist . He lied to all the contractors when he told them they would be paid in full when they completed their work . He lied about Obama being born in Kenya . He was on national TV ads lying through his teeth claiming that he had “ hand picked the real estate and financial experts for instructors in Trump University ” . The subsequent successful class action lawsuit exposed that not only did he not know the instructors , and that many were just things like used car salesmen , but that Trump University was just a “ bait and switch ” scam . He lied about the number of people who attended his inauguration . This was proven both by photo evidence and transit volume . He lied about Obama taping his phone . Every intelligent agency said so . He lied about how easy it was going to be to pass healthcare reform . He said it would be easy , everyone would be covered and it would be cheaper . He lied about the “ millions of people voting illegally . He constantly mocked Obama for playing golf , and lied when he said that if he were elected he would be working so hard he would have no time for golf . Since being elected he ’ s out golfing almost every weekend , at a cots of $ 3M per trip to Mar a Logo . He lied about Amazon costing the post office money . ( Amazon makes money for the post office , because it ships large volumes of goods through the post office . ) He lied when he said he would eliminate the “ carried interest ” and offshore tax haven loopholes that let corporations and billionaires evade tax . He lied when he promised to release his tax returns if he became President . He lied that he would “ drain the swamp ” . Then appointed to his cabinet Wall Street and corporate special interests , many of them subsequently in trouble because of corruption and wasting taxpayer money . He lied when he said that he would get spending under control and reduce the debt , then did the opposite . His tax bill will add $ 1.4T to the national debt . And thanks to the Trump/GOP tax bill and $ 1.3T budget the annual deficits , which had been cut in half under Obama , are now again increasing sharply , and it 's now projected by the CBO now projects that by 2025 the debt/GDP ratio will be the highest since WW11 ."", 'Brock Henley . Fuck racism and Hitler clap trap . Trump is doing great harm . Besides appealing to his base and garnering support for 2020 , TRUMP did what Politicians in America DO best . Push Forward the Agenda Of CEOs and Special Interests to the dismay and at the expense of the common man . Now the Fun Part is that all these Morons who voted Trump , will be hurt the most by these policies but not their billionaire president and his cronies . KEEP WATCHING FOX NEWS Morons .', ""Brock Henley . `` Dems keep aiming for racism , large government , higher taxes , free everything '' . Holy shit , word for word what Fox News keeps hammering into the feeble little minds of it 's idiot fans . Coincidence ? Fuck your parroting of Trump/Fox/GOP bullshit lines and brain dead tribal politics . Lets get down to actual policies . Here are the actual policies of Bernie Sanders and the progressive faction of the dem party ( that is at odds with both the rep party and the traditional establishment corporate whore faction of the dem party ) . The majority of Americans support every one of these policies , and I supported those policies for years before I ever heard of Bernie Sanders . If you have even one brain cell left undamaged by Fox , prove it , try debating any specific policy . - overturning Citizens United and reforming the corrupt campaign finance system - Universal single payer health care - making public colleges tuition free , and paying for it by a small stock transfer tax on Wall Street speculation . - closing the loopholes , like offshore tax havens and “ carried interest ” that allow corporations and billionaires evade tax and pay a lower effective tax rate than the ordinary middle class worker has to pay . ( Trump denounced those loopholes and promised to eliminate them , but of course he didn ’ t ’ . ) - stopping the practice of throwing multi-billion dollar appropriations at the military industrial complex with no audits . - raising the top marginal tax rate to 52 % on that portion of income over $ 10M - no tax increases on anyone making $ 250K net inc or less , except for an income adjusted 2.2 % tax to support single payer , but under single payer if you are in the middle or lower class you will save far more than that by not having to pay health insurance premiums , co-payments , or deductibles . - Reforming the justice system , and moving away from private “ for profit ” prisons , so that the US does n't continue to have the highest incarceration rate and the highest per capita incarcerated population in the world - Ending the taxpayer funded subsidies to profitable corporations , like the sugar , corn , and oil and gas industries . - renegotiating the free trade agreements and bringing jobs back from overseas - raising the minimum wage from $ 7.25 to $ 15 over the next few years - infrastructure/jobs program ( similar to what FDR did ) - allowing students to refinance their student loan debt to take advantage of lower interest rates ( the same way homeowners can refinance their mortgages ) . - getting the government out of the business of making profits off student loans - ending “ gerrymandering '' , the practice whereby incumbents carve up voting districts to guarantee their reelection . - closing the person-to-person and gun show sale loopholes in background checks , and banning sale of assault style rifles ( like the AR-15 , the weapon of choice for mass murderers ) and banning the sale of high capacity clips . - letting home owners use their 401K 's to pay down their mortgages - legislation to allow the Secretary of Treasury to break up the banks and financial institutions that are `` too big to fail '' , and re-implementing the Glass-Steagall provisions that separated investment and deposit banking , so that banks ca n't do high risk gambling with your deposits - appointing Supreme Court justices that will overturn Citizens United , as a major step in ending the corrupt campaign financing system - strengthening Social Security and increasing benefits by lifting the high income cap on contributions"", ""Brock Henley . Congratulations Rep/Trump supporters . You have voted for the biggest handout in the history of this country to a group of people that do n't need it at your expense . Then they will come after YOUR social security and medicare benefits that YOU payed in to the system to pay for THEIR tax breaks .""]",1,1,15:33:34,7/12/18,"panelist cries discussing racism, republican party",0,0,1,racism ,"[('inferior', 'om'), ('base', 'dmc'), ('fuck', 'asm'), ('fuck', 'asm')]",44,230,5,1360
Ugh6HBpCOs4VoHgCoAEC,"What a fucking asshole that judge was. Or atleast, that the clips in the video make him out to be.","[""@ b , You sir are completely wrong on this and are just about as bad as this Judge is `` i 'd rein in the sarcasm a bit if i were you '' Who do you think you are ? What gives you the right to tell him how to speak when he is justly in outrage . There was no disruption of court or contempt , she was not belligerent in any way , shape , or form yes she may have served that `` Audios '' with a side of sass but so is her first amendment right to do so , she was not causing a scene or in any violation with doing so , so yes she was well within her right and to say otherwise is asinine . The Judge doubling her bail had nothing to do with her showing up to court , she was already in court bail is set and paid to release her from custody and if she can not pay she is sat in jail until the day of her arraignment which she is then brought back in against her will anyways . You have no evidence to support your bullshit and yes i am calling it bullshit because the smirk and attitude of the judge when doubling her bail was nothing more than a pissing contest because he did n't like her sass which makes it a personal matter and thus he doubled her bail just to stroke his own ego . You pretend like you know the law but i think you should go read the constitution again cause clearly you 're not inciting justice or the law here just excusing the Judge 's Gross Misconduct with a bunch of double talk that does not apply to this situation ."", ""Nooooo . That is not the whole idea behind the act of criticizing . You should criticize from a place of understanding to form a helpful and beneficial critique . If its independent of your understanding of the process then its just useless rabble . What b was trying to do was point out why your though process was wrong legally . You 'll never learn if whenever you get corrected you just lash back , `` Why lash out at me ? '' Also though `` adios '' in itself is harmless , the context in which it was said was highly disrespectful . She obviously picked up on his Mexican accent and thus said `` Adios '' in such a taunting tongue-in-cheek manner . I barely know anything about the law and do agree that such a response from the judge was a tad bit overkill .""]",1,1,7:48:55,10/29/16,judge flips out after getting flipped off,0,0,1,racism ,"[('fuck', 'asm'), ('fuck', 'asm'), ('asshole', 'cds'), ('asshole', 'ddp')]",20,98,2,452
UgxLkLTm5RiLzb-GL254AaABAg,This fuckin pussy!!!!! Fuck Meadows,"[""Ralph Gomez I 'm telling you it 's super bad . We got a shitty government and , it needs a full blown clean up .""]",1,1,4:44:26,2/28/19,racism accusation sparks fury at cohen hearing,0,0,1,racism ,"[('fuckin', 'asm'), ('pussy', 'or'), ('pussy', 'asf')]",5,35,1,26
UghQ7tTudXvo-ngCoAEC,her accent is fucked up,"[""@ Squiddi From what I 've seen , they will offer that in some places ."", 'dammit . Now I have to figure out how to make kombucha into a pizza topping step 2 ? ? ? step 3 profit', 'Squiddi they filmed the pizza scenery in their own newsroom in NY .']",1,1,20:10:52,12/17/16,"pizza delivery guy gets insulted, internet gets revenge",0,0,1,racism ,"[('fuck', 'asm'), ('fuck', 'asm')]",5,23,3,53
UgxbYne7THpR5MVaJjl4AaABAg,That’s a bomb ass pizza tho,['1080terrieh yep so stupid'],1,1,22:17:27,11/21/17,"pizza delivery guy gets insulted, internet gets revenge",0,0,1,racism ,"[('ass', 'om'), ('ass', 'an'), ('ass', 'asm')]",6,27,1,4
UgwQXKXqgmW5seFc3mJ4AaABAg,"#1 rule for a black man is to never wear a hoodie, becuz u look like criminals . its a fucked up thing, but this is a fucked up world :(","['You are probably the salesman ! ! ! ! ( Poor example ) ,', ""cause the kennenite banker bloodlines+royal proxy lines are pushing their divide and conquer . it 's getting old now like people are n't onto their age-old propaganda tools ."", 'Jackson Haslam if I tell you to fuck off , you fuck off you Arabic piece of shit . You ’ re probably one of the goddamned illegals too', ""@ Jackson Haslam It 's a lie , blacks in the military follow orders like everyone else in there , stop believing their lies ."", ""@ Michael Thompson until they lock you out of their Bunkers stocked with years of food ... you thought you was part of the Elite ... oops you 'll find out lol""]",1,1,0:48:25,11/8/18,black customer racially profiled in high end store,0,0,1,racism ,"[('black', 'dmc'), ('black', 'ps'), ('black', 'ps'), ('criminals', 're'), ('criminals', 'cds'), ('fuck', 'asm'), ('fuck', 'asm'), ('fuck', 'asm'), ('fuck', 'asm')]",31,136,5,129
UgwWAzJJoRRNcA-f-2N4AaABAg,Hindu worship a penis and a pussy .. disgusting,"[""😆 When you worship cow and suck cows asshole , how you can even talk about religion and you are that filthy minded ? To Indians toilet is first . Build toilets and stop shitting streets , your celebrates go to UAE because it 's more cleaner becuase Muslim 's nature is clean . I am not going to talk abou religion because it 's shame to talk about worshipping poop or dog or sanke .""]",1,1,2:55:33,1/16/19,the differences between islam and hinduism,0,1,0,religion,"[('worship', 'cds'), ('penis', 'asm'), ('pussy', 'or'), ('pussy', 'asf'), ('disgust', 'svp')]",9,47,1,76
UgihTmZs_RGPjXgCoAEC,Not to be racist but that dude looks shady as shit,"[""I did it 's not like he looking down or something"", '+skatergirl 101 That has nothing to do with my point you should read my comment again lol', '+skatergirl 101 That has nothing to do with my point you should read my comment again lol', 'Wtf he could be shopping for a event dumbass']",1,1,9:52:02,7/30/16,black customer racially profiled in high end store,0,0,1,racism ,"[('dude', 'cds'), ('shit', 'an'), ('shit', 'cds'), ('shit', 'ddp')]",11,50,4,54
UgzOdrgY1oiXZaoANex4AaABAg,good shit,"[""JakeFromStateFarm he got the money , gofundme have weird system that does n't pay the person the money until he verify it by his own ID , otherwise the money gets refunded , last time i used it was in 2014 ."", 'JakeFromStateFarm I bought hookers and cocaine 😁', 'JakeFromStateFarm I thought the same thing . I hope he got it .', 'Go Fund Me will only release the money to the listed beneficiary .', 'Boats and hoes']",1,1,18:40:08,3/31/18,"pizza delivery guy gets insulted, internet gets revenge",0,0,1,racism ,"[('shit', 'an'), ('shit', 'cds'), ('shit', 'ddp')]",2,9,5,78
Ugw3kO6I3jSN9TBr1Gp4AaABAg,"For possession of Xanax, really, who gives a fuck. Adios.","[""he '' s Cuban , moron""]",1,1,16:57:38,11/1/19,judge flips out after getting flipped off,0,0,1,racism ,"[('fuck', 'asm'), ('fuck', 'asm')]",10,57,1,6
Ugz2LNpmWClni_j-2dx4AaABAg,damn this guy does not know when to shut up....,['nowhere in the constitution does it say anything about how to deal with a degenerate thug with the mental capacity of a 5year old .'],1,1,21:57:11,7/9/19,judge orders suspect to have mouth taped during sentencing,0,0,1,racism ,"[('do', 'asm'), ('know', 'asm')]",10,47,1,25
UgyKxGjPzXWQGu_nrD94AaABAg,"Bill Maher has got ball's talking ""Truth"" about Muslims! Of the 1.6 Billion Muslims 2/3 are for Shiria Law. At the core of Muslims faith (Shiria Law) is violence towards non Muslims, gays and women!!! P.S. Ben is a cocaine snorting, womanizer, gambling, drunkard, so who gives two farts what dribbles from his numb lip's?!!!","['bullshit your children with your lies ) ) ) Islam is evil , that had entitled itself as Nazism with the right ( that nobody has ) to impose itself on everybody , to decide who to kill , who to enslave , and in the meantime Islamic suppress everybody and the Muslim world ( including yourself ) is a pathetic underachiever in every positive human endeavour that requires an effort , thought , civility , kindness and simple goodness . Islam is evil and will be destroyed eventually , in the West for sure .']",1,1,20:00:03,8/17/19,sam harris and bill maher debate radical islam,0,1,0,religion,"[('ball', 'qas'), ('ball', 'asm'), ('violence', 're'), ('gays', 'or'), ('gays', 'om'), ('gays', 'om'), ('lip', 'cds')]",55,324,1,96
Ugx_kPsx0nNIhTkh7n54AaABAg,This Abdoolism (read it as Islam) is stupid and disgusting in every way. How can someone with a brain believe in this pathetic cult. Oh I forget Muhammadans don't have brain. 😁,['This is cherry picking and stupid pandering to non muslims'],1,1,9:52:11,7/7/19,the scientific mistakes of the quran,0,1,0,religion,"[('stupid', 'ddp'), ('stupid', 'or'), ('stupid', 'ddp'), ('stupid', 'cds'), ('stupid', 'cds'), ('disgust', 'svp'), ('can', 'om'), ('can', 'cds'), ('pathetic', 'is'), ('pathetic', 'qas'), ('do', 'asm')]",32,176,1,10
UghXdBUKZoTrfXgCoAEC,This is the funniest shit in the world.,"[""How does this show the the channel 's political standing ? They made a lip sync of the debate . Like they did for the NFL . Like they do for movies or presidential addresses . They do it for a lot of shit . Do n't get butthurt over nothing ."", ""What are u talking about . There have n't been any democratic debates yet , but I 'm sure they will do a blr for them ."", ""They 'll do this for the Democratic one too . They are n't making fun of Republicans , its just for fun ."", ""Wait ... What 's there standing . It 's not clear to me ! XD"", ""They 'll probably do the same thing for the democratic debate too ...""]",1,1,21:22:25,8/26/15,first republican debate highlights: 2015,1,0,0,political,"[('shit', 'an'), ('shit', 'cds'), ('shit', 'ddp')]",8,39,5,130
Ugh70fm5dXTixXgCoAEC,"Lol regardless of what side you are on, you have to admit this shit was funny.","['Vent I think it was more of a joke', 'JuulForever no one expected Americans to be that retarded', 'Can you conservation bitches just laugh at the fucking jokes . Like bitch go somewhere else then .', 'Vent President TRUMP', 'NBAmaterial23 lmao yup . Exactly']",1,1,17:17:24,11/11/16,donald trump vs. hillary clinton debate cold open - snl,1,0,0,political,"[('shit', 'an'), ('shit', 'cds'), ('shit', 'ddp')]",16,78,5,44
